0,74168993051570009101
0,92599837441534615934
0,80823887759143020482
-1,94841595855717453212
0,96939572881745306177
0,91693682023196021458
-0,14873307353245324158
-0,35679477557259065001
0,86846971041905796085
0,74961610802193989755
0,02927595715721664771
-0,57486149073883063831
3,52315944580786855056
0,68646969794720902325
0,60471575450663195284
-0,99874183612275291289
0,11121195710951325974
2,00290465324980360151
-1,74691749626025649711
-0,43706096304312946899
4,75145402411254558217
2,25870050559210655550
0,79303853830654269519
1,29552260622906567633
1,11484934970302695945
1,60495330656310564166
1,61550830671834222407
1,02091309211863467965
0,23728082532539729321
0,22281794006893007598
-0,82190115167623245540
0,03080508603553022695
-0,41588060682414607072
-3,36897972518912203199
0,06532112215478413919
0,11427340250949347134
2,87922366738030222066
3,40620407558115045887
-1,69607858671796796202
0,40306838567598202161
0,94790004841088149057
0,63710427629636146030
0,45577052641370496833
-1,71699968378404310698
0,31104162739234741952
1,05085925743875052696
1,51412583759771046665
-0,24749469851395067277
-4,55801747658503497718
0,78319278393834967922
0,01923687543273755463
-0,62900145844689847596
-3,63780293069905180658
1,92652006018336208193
1,77491052873830579273
1,44227556570254700219
1,89496619788111697602
-1,17161740054983498638
0,34749867789155586273
0,66896631725153021808
-0,94157454848492105892
1,65016748587908557155
0,39500241562632587566
0,44934056867647154121
0,50219898986983835254
0,38364661992698700921
0,00970971317193114469
-0,52012555170479013444
-0,06932290350576164606
-1,59703570934456973163
1,49394238238697685262
-0,65167845062628226849
0,54075703456234258670
-0,66193440179160967229
0,53439246624337610747
0,08770531940093373446
0,73185665226855434184
-0,63793647040285805794
-1,88339208113432432512
2,06761870157990035324
-1,09786401989072701646
-1,38462743895980100461
-1,48995566633349274532
0,36280216448112334593
-1,90251355083136153290
-3,73883230332852534161
0,48400427329271245025
-1,10011008959506151328
0,35710592567630916605
-0,06451957704031685559
2,70585133228559904239
1,18792789097727613523
2,91235028199508683144
0,05021570965424615451
0,45549722838920758683
0,65741812191787352138
0,01617957283185156303
0,41299915417727661726
1,90388635243422221777
1,14154396884546383006
-0,41872759387555025246
0,60193596181470743200
-0,44353490614996438079
0,65860634975052290141
0,28631126673810225469
0,27527548110232891165
-0,16210455645436494532
0,10129432902861557064
1,04433461317924702882
3,19433664257158778099
0,86615004220638658339
0,62933931870193693392
0,89984426859996691217
0,60753966220310917645
4,89126993037336799119
0,72125935359356863064
0,91471569639955929709
0,56883373272518178432
0,91959475047529604108
-0,68025766517526764510
0,66357630938706280155
3,94434330443618108575
-0,02925819711115140720
1,00461631378338633880
0,68418623447215687339
0,53885539795048853495
1,83039557547681619454
0,65015216711895273960
0,61186259447775459552
-4,14215637112550183474
0,79539203844041828084
0,82110795648937096036
1,85118047405518160176
1,13598683882060713657
-2,84342708147522493789
-1,24180011812103829882
0,08231710961061611265
1,79568517343107414419
0,46346984233382126916
0,97928542723570677353
0,55931909043372718404
-0,27891195130762314047
-2,99203811377514572456
2,65666064622110820181
0,43208386357830830260
0,09609677419301088097
0,13397841638568230849
0,39130216760486991046
1,43787626553941194629
-1,98971057096109360529
3,39374509722861761318
0,10200879186455935610
1,42763645277510664577
-0,96560221245230382081
0,81879910588187143627
0,60411964134327356124
1,42247645498635710837
0,37682268738776114603
-0,77852587636577696983
0,27381207738944324248
3,64813539679912723912
0,92693757659690323436
0,96320487745034522042
0,30987435014762720886
-0,08696685662043646126
-0,05555682416870089124
0,90867776803103406102
2,19343312104071319624
0,61487175276101446730
2,77604375504288514165
3,18317057283064297479
4,05212601854379173005
1,29629184420745557915
0,16632943892612939152
-1,69139207397372315356
0,30797696691249820677
2,10367990202172716607
2,02660684584812678111
-0,06566057776151457137
-0,87809761165940070082
0,90466163641237218318
-0,57527050512184785269
1,83434093745655646401
0,28806647371931370927
2,44463373003671602390
0,63068472493914284893
-1,80105784932072721105
2,55663885640332644300
0,31595860580261403427
-0,49789208947842911179
0,50743285040140095887
-1,82285939365749971586
-0,31077227798949536020
-3,65643546516999728979
0,53760480806198318593
1,85356875574822321795
0,04462146245464337913
0,90528008291814598962
0,56712877505014536172
0,62811723822680298746
