-0,8859619435023873
0,6447164358730859
2,848259371521131
-2,3779474277582864
0,895646254514638
-0,31528574090914674
0,23869711275064276
2,7205004770559285
-0,319591178163094
1,8361945663384773
-0,2439578676228038
-0,11509704026904188
-4,885913989916759
-1,0385090703533209
-0,09309366563716992
0,19871659837241396
0,3247498553310777
0,5142029849919183
0,15130316831597668
0,12576029461545346
-1,6613998810741535
1,7254096072767595
-0,8473807426474167
4,772043483351183
-3,257666571543268
-1,2101153793645167
0,5389163040691045
-0,4715616642102418
0,4487875834738162
-1,195549323139275
0,3503834842910578
-3,497250441599064
0,4752208839555152
-0,6382567873250764
-0,5349212877589196
2,4661047302015007
-1,2351036238448785
-1,7818468533592053
-1,330825011843885
-0,12600044049025882
-0,5799101731345147
-0,8850062775778156
0,5008636231326662
0,07174458344709933
1,1204367792266723
0,9681721881745631
-0,9404392714867598
2,6091064531053263
-0,33571573333301785
0,5788493680462636
-0,9494668564150857
-0,04083986034520848
0,43576732671590435
-0,9690964531021464
1,3061333365609542
1,420825978352461
0,4405043838283689
1,8571233905431939
1,0149760865339772
-0,8697936005135247
-0,3123586624826018
0,019551871291412226
-0,9471318080453841
-1,595980238349057
5,38544524275153E-4
-3,58045886034909
-0,42339698469950093
-0,5177430286205649
0,4110364871879355
0,24339876158590812
-0,19192210296209566
-1,800006963557422
-0,17293370687873022
0,10968403384280379
0,8760889205758602
0,15934112449498627
-0,4369262415565345
-1,7887174040148466
-0,21667993820815212
-2,819029742917408
-0,39433611398668234
0,08250439093691142
0,934139094188744
0,6184284933424493
1,010102443188451
-1,8295025059872927
1,0832276818982152
1,3510005010702457
-0,5903236535916179
-0,308542920297981
-0,2199750366576012
-0,57903411960082
-0,7306775185932395
-0,5864515313925196
0,5648227928174521
0,12309824042510087
1,0255032480405362
0,23167041268840194
0,052887734412323084
0,16099359610288388
2,718632619879102
-1,0832300020476495
0,6949673289610274
-0,42179071530378565
-1,8886259101637464
-0,21051882258411325
2,5885612742376694
-0,23128144561711395
1,0397179859067975
-1,2005958699203205
2,951531892115696
-1,117694480338848
0,9974531361778745
1,6416955357377674
2,8419021215609774
0,7934903496386738
1,6486940768507097
1,5833403408008735
-0,46104242518093486
0,49928305249762417
0,1325197905006732
1,3015426919073505
0,34603044717016473
0,2323593231158938
-1,2374269620735703
-0,9539917153911333
-0,21847837972301676
-0,909983020916151
0,07857477640443733
-0,18565796562300108
-2,0214992844604893
0,2147087271036554
-1,0078697059958657
-1,2442747474328613
1,2184506353681144
-1,2069524869005477
0,6441736087963932
1,2467860694835622
1,7231318208980255
-1,710224693077258
1,3549663937996854
